repo,metadata
github.com/360EntSecGroup-Skylar/excelize,criticality_score:0.562180
github.com/38/plotters,criticality_score:0.444580
github.com/3Hren/msgpack-rust,criticality_score:0.471310
github.com/3b1b/manim,criticality_score:0.584200
github.com/3dmol/3Dmol.js,criticality_score:0.590250
github.com/404labfr/laravel-impersonate,criticality_score:0.450830
github.com/42wim/matterbridge,criticality_score:0.585790
github.com/42wim/matterircd,criticality_score:0.463200
github.com/4Catalyzer/astroturf,criticality_score:0.471430
github.com/4Catalyzer/found,criticality_score:0.449200
github.com/4ian/GDevelop,criticality_score:0.634050
github.com/7mind/izumi,criticality_score:0.460520
github.com/86Box/86Box,criticality_score:0.477740
github.com/88250/solo,criticality_score:0.475810
github.com/96boards/documentation,criticality_score:0.496320
github.com/996icu/996.ICU,criticality_score:0.525700
github.com/99designs/aws-vault,criticality_score:0.600670
github.com/99designs/gqlgen,criticality_score:0.580380
github.com/9fans/plan9port,criticality_score:0.486250
github.com/AAChartModel/AAChartKit,criticality_score:0.481280
github.com/ACINQ/eclair,criticality_score:0.527560
github.com/ACRA/acra,criticality_score:0.546630
github.com/ADOdb/ADOdb,criticality_score:0.534490
github.com/AElfProject/AElf,criticality_score:0.606950
github.com/AFASSoftware/maquette,criticality_score:0.449730
github.com/AFLplusplus/AFLplusplus,criticality_score:0.619750
github.com/AFNetworking/AFNetworking,criticality_score:0.647950
github.com/AMReX-Codes/amrex,criticality_score:0.715770
github.com/ANTsX/ANTs,criticality_score:0.575000
github.com/ANXS/postgresql,criticality_score:0.459900
github.com/AOMediaCodec/SVT-AV1,criticality_score:0.540080
github.com/AOMediaCodec/libavif,criticality_score:0.558200
github.com/APIDevTools/json-schema-ref-parser,criticality_score:0.519030
github.com/APIs-guru/openapi-directory,criticality_score:0.511740
github.com/ARCANEDEV/LogViewer,criticality_score:0.485120
github.com/ARM-DOE/pyart,criticality_score:0.525880
github.com/ARM-software/CMSIS_5,criticality_score:0.583240
github.com/ARM-software/arm-trusted-firmware,criticality_score:0.598110
github.com/ARM-software/astc-encoder,criticality_score:0.488690
github.com/ARMmbed/DAPLink,criticality_score:0.562760
github.com/ARMmbed/mbed-os,criticality_score:0.807400
github.com/ARMmbed/mbedtls,criticality_score:0.733200
github.com/AaronLasseigne/active_interaction,criticality_score:0.486630
github.com/AbsInt/CompCert,criticality_score:0.545570
github.com/AbsaOSS/spline,criticality_score:0.458670
github.com/AcademySoftwareFoundation/OpenColorIO,criticality_score:0.528490
github.com/AcademySoftwareFoundation/OpenCue,criticality_score:0.480170
github.com/AcademySoftwareFoundation/OpenShadingLanguage,criticality_score:0.493230
github.com/AcademySoftwareFoundation/openexr,criticality_score:0.587200
github.com/AcademySoftwareFoundation/openvdb,criticality_score:0.559150
github.com/AccelerateHS/accelerate,criticality_score:0.551710
github.com/Actifio/AGMPowerCLI,
github.com/Actifio/AGMPowerLib,
github.com/Actifio/AGMPython,
github.com/Actifio/ActJenkins,
github.com/Actifio/ActPowerCLI,
github.com/Actifio/ForesightLabs,
github.com/Actifio/MaxDB-Windows-VMware-Snapshots,
github.com/Actifio/MaxDBFileSystemBackup,
github.com/Actifio/MountAndMigrate,
github.com/Actifio/OracleDataRedactionFeature,
github.com/Actifio/OracleWorkflowScript,
github.com/Actifio/ShellScripts,
github.com/Actifio/UnixGenericShFile,
github.com/Actifio/UnixMaskingScriptSupport,
github.com/Actifio/VMware-Tools-Linux-Scripting,
github.com/Actifio/WindowsDynamicMasking,
github.com/Actifio/WindowsGenericBatFile,
github.com/Actifio/WindowsMaskingScriptSupport,
github.com/Actifio/act-ucd-plugin,
github.com/Actifio/actifio-python-package,
github.com/Actifio/actifio_postgres_mount,
github.com/Actifio/actifiodataveilmasking,
github.com/Actifio/ansible-playbooks,
github.com/Actifio/ansible_appaware_mount,
github.com/Actifio/ansible_connector_install,
github.com/Actifio/ansible_customizevm_windows_newvmmounted,
github.com/Actifio/ansible_customizevm_windows_newvmmounted_hyperv,
github.com/Actifio/ansible_generic_mount,
github.com/Actifio/ansible_newvm_mount,
github.com/Actifio/ansible_ondemand_backup,
github.com/Actifio/ansible_slack_sarg,
github.com/Actifio/ansible_unmount_image,
github.com/Actifio/ansible_unregistervm_windows_newvmmounted,
github.com/Actifio/ansible_unregistervm_windows_newvmmounted_hyperv,
github.com/Actifio/chef-actifio,
github.com/Actifio/docker-oracle-vclones,
github.com/Actifio/linux_cbt_informix,
github.com/Actifio/powershell,
github.com/Actifio/restapisamples,
github.com/Actifio/vdp-ucd-plugin,
github.com/Actifio/workflowAutomation,
github.com/ActiveState/appdirs,criticality_score:0.456520
github.com/Activiti/Activiti,criticality_score:0.681540
github.com/ActsAsParanoid/acts_as_paranoid,criticality_score:0.470590
github.com/AdAway/AdAway,criticality_score:0.565380
github.com/Adapter-Hub/adapter-transformers,criticality_score:0.574330
github.com/AdaptiveConsulting/ReactiveTraderCloud,criticality_score:0.601620
github.com/Addepar/ember-table,criticality_score:0.449510
github.com/AddictedCS/soundfingerprinting,criticality_score:0.448310
github.com/AdeleD/react-paginate,criticality_score:0.462780
github.com/AdguardTeam/AdGuardForSafari,criticality_score:0.509230
github.com/AdguardTeam/AdGuardHome,criticality_score:0.598870
github.com/AdguardTeam/AdguardBrowserExtension,criticality_score:0.540130
github.com/AdguardTeam/AdguardFilters,criticality_score:0.723750
github.com/AdguardTeam/AdguardForiOS,criticality_score:0.542720
github.com/Adldap2/Adldap2-Laravel,criticality_score:0.485970
github.com/AdnanHodzic/displaylink-debian,criticality_score:0.488310
github.com/Adobe-Consulting-Services/acs-aem-commons,criticality_score:0.574210
github.com/AdoptOpenJDK/jitwatch,criticality_score:0.478480
github.com/AdoptOpenJDK/openjdk-build,criticality_score:0.584480
github.com/AdoptOpenJDK/openjdk-docker,criticality_score:0.461510
github.com/AdrienPoupa/VinylMusicPlayer,criticality_score:0.471940
github.com/AdrienTorris/awesome-blazor,criticality_score:0.571300
github.com/AeroScripts/QuestieDev,criticality_score:0.548780
github.com/AfterShip/phone,criticality_score:0.543680
github.com/AgoraIO/Basic-Video-Call,criticality_score:0.475040
github.com/Aidaho12/haproxy-wi,criticality_score:0.502190
github.com/Airblader/i3,criticality_score:0.596550
github.com/Aircoookie/WLED,criticality_score:0.575150
github.com/AirenSoft/OvenMediaEngine,criticality_score:0.561810
github.com/AkihiroSuda/containerd-fuse-overlayfs,
github.com/Akryum/v-tooltip,criticality_score:0.475370
github.com/Aktanusa/CookieMonster,criticality_score:0.471760
github.com/AlDanial/cloc,criticality_score:0.526430
github.com/AladW/aurutils,criticality_score:0.479540
github.com/Alamofire/Alamofire,criticality_score:0.640950
github.com/Alamofire/AlamofireImage,criticality_score:0.467540
github.com/Alanaktion/phproject,criticality_score:0.467010
github.com/AlchemyCMS/alchemy_cms,criticality_score:0.575680
github.com/AlecAivazis/survey,criticality_score:0.545090
github.com/Alecaddd/sequeler,criticality_score:0.450020
github.com/Aleph-One-Marathon/alephone,criticality_score:0.447720
github.com/AlessandroAU/ExpressLRS,criticality_score:0.469130
github.com/Alex-D/Trumbowyg,criticality_score:0.523920
github.com/Alexander-Miller/treemacs,criticality_score:0.591540
github.com/Alexays/Waybar,criticality_score:0.573550
github.com/Alexey-T/CudaText,criticality_score:0.577710
github.com/Alfresco/alfresco-ng2-components,criticality_score:0.551600
github.com/AlgebraicJulia/Catlab.jl,criticality_score:0.525570
github.com/AliSoftware/OHHTTPStubs,criticality_score:0.491030
github.com/AliasIO/wappalyzer,criticality_score:0.719170
github.com/AllenDang/giu,criticality_score:0.453840
github.com/AllenDowney/ThinkDSP,criticality_score:0.470050
github.com/Alluxio/alluxio,criticality_score:0.805100
github.com/AlmasB/FXGL,criticality_score:0.524480
github.com/Aloomaio/alertmanager,
github.com/Aloomaio/alooma-angular,
github.com/Aloomaio/alooma-hvac,
github.com/Aloomaio/alooma-mparticle,
github.com/Aloomaio/alooma-python,
github.com/Aloomaio/androidsdk,
github.com/Aloomaio/angular-mixpanel,
github.com/Aloomaio/angular-visibility-change,
github.com/Aloomaio/async-hvac,
github.com/Aloomaio/c3,
github.com/Aloomaio/example_code_engine,
github.com/Aloomaio/express-http-proxy,
github.com/Aloomaio/facebook-sdk,
github.com/Aloomaio/github-code-engine-webhook,
github.com/Aloomaio/googleads-python-lib,
github.com/Aloomaio/graphite-web,
github.com/Aloomaio/incubator-storm,
github.com/Aloomaio/iossdk,
github.com/Aloomaio/java-sdk-tester,
github.com/Aloomaio/jython,
github.com/Aloomaio/kafka-manager-docker,
github.com/Aloomaio/kafka-python,
github.com/Aloomaio/libsodium-tweetnacl-wrappers,
github.com/Aloomaio/logstash-forwarder,
github.com/Aloomaio/logstash-kafka,
github.com/Aloomaio/netlify-cms,
github.com/Aloomaio/node-bcrypt-pbkdf,
github.com/Aloomaio/node-http-signature,
github.com/Aloomaio/node-shell-quote,
github.com/Aloomaio/node-sodium,
github.com/Aloomaio/node-sshpk,
github.com/Aloomaio/node-vault,
github.com/Aloomaio/passport-auth0,
github.com/Aloomaio/psql-json-decoder,
github.com/Aloomaio/pymssql,
github.com/Aloomaio/pypyodbc,
github.com/Aloomaio/python-mysql-replication,
github.com/Aloomaio/python-sdk,
github.com/Aloomaio/request,
github.com/Aloomaio/secor,
github.com/Aloomaio/slackforce,
github.com/Aloomaio/statsd-proxy,
github.com/Aloomaio/storm-graphite-metrics,
github.com/Aloomaio/tornado-profile,
github.com/Aloomaio/tornado-profile-client,
github.com/Aloomaio/trident-kafka-push,
github.com/Aloomaio/trident-kafka-state,
github.com/Aloomaio/unlimited-kafka,
github.com/Aloomaio/vacuum-analyze-redshift,
github.com/Aloomaio/vault,
github.com/Aloomaio/yaretry,
github.com/Aloomaio/zenpy,
github.com/AltBeacon/android-beacon-library,criticality_score:0.475210
github.com/Altinity/clickhouse-operator,criticality_score:0.488560
github.com/AltraMayor/f3,criticality_score:0.496130
github.com/Amanieu/parking_lot,criticality_score:0.558150
github.com/AmauriC/tarteaucitron.js,criticality_score:0.553060
github.com/AmokHuginnsson/replxx,criticality_score:0.484170
github.com/AmruthPillai/Reactive-Resume,criticality_score:0.490820
github.com/AnalogJ/lexicon,criticality_score:0.584140
github.com/Anankke/SSPanel-Uim,criticality_score:0.505510
github.com/AndBible/and-bible,criticality_score:0.516480
github.com/Andarist/react-textarea-autosize,criticality_score:0.518420
github.com/Andersbakken/rtags,criticality_score:0.485970
github.com/AndiDittrich/Node.CLI-Progress,criticality_score:0.450940
github.com/AndreaCrotti/yasnippet-snippets,criticality_score:0.540570
github.com/AndreiMisiukevich/CardView,criticality_score:0.500900
github.com/AndrewIngram/django-extra-views,criticality_score:0.449700
github.com/AndrewRadev/splitjoin.vim,criticality_score:0.472700
github.com/AndreyAkinshin/Russian-Phd-LaTeX-Dissertation-Template,criticality_score:0.466210
github.com/Androz2091/AtlantaBot,criticality_score:0.515590
github.com/Angel-ML/angel,criticality_score:0.469680
github.com/AngleSharp/AngleSharp,criticality_score:0.469910
github.com/AnomalyInnovations/serverless-bundle,criticality_score:0.504990
github.com/AnomalyInnovations/serverless-stack-com,criticality_score:0.539710
github.com/AntennaPod/AntennaPod,criticality_score:0.664770
github.com/AnthonyNahas/ngx-auth-firebaseui,criticality_score:0.484950
github.com/AntiMicro/antimicro,criticality_score:0.442170
github.com/AntlerVC/firetable,criticality_score:0.476590
github.com/Anuken/Mindustry,criticality_score:0.712610
github.com/AnySoftKeyboard/AnySoftKeyboard,criticality_score:0.564630
github.com/Apicurio/apicurio-studio,criticality_score:0.515470
github.com/ApolloAuto/apollo,criticality_score:0.653220
github.com/AppDaemon/appdaemon,criticality_score:0.550130
github.com/AppImage/AppImageKit,criticality_score:0.567000
github.com/AppIntro/AppIntro,criticality_score:0.516850
github.com/AppLozic/Applozic-Android-SDK,criticality_score:0.542590
github.com/AppMetrics/AppMetrics,criticality_score:0.505300
github.com/AppleWin/AppleWin,criticality_score:0.519930
github.com/AppliedEnergistics/Applied-Energistics-2,criticality_score:0.554840
github.com/Appsilon/shiny.semantic,criticality_score:0.460140
github.com/AravisProject/aravis,criticality_score:0.590900
github.com/ArchStrike/ArchStrike,criticality_score:0.450790
github.com/ArchiveBox/ArchiveBox,criticality_score:0.559690
github.com/Ardour/ardour,criticality_score:0.639230
github.com/ArduPilot/MAVProxy,criticality_score:0.502100
github.com/ArduPilot/MissionPlanner,criticality_score:0.547530
github.com/ArduPilot/ardupilot,criticality_score:0.811880
github.com/ArduPilot/ardupilot_wiki,criticality_score:0.603910
github.com/Arduino-IRremote/Arduino-IRremote,criticality_score:0.495850
github.com/ArekSredzki/electron-release-server,criticality_score:0.441600
github.com/Arisotura/melonDS,criticality_score:0.503410
github.com/ArkEcosystem/core,criticality_score:0.621900
github.com/ArkEcosystem/desktop-wallet,criticality_score:0.485470
github.com/Arkq/bluez-alsa,criticality_score:0.453660
github.com/ArtSabintsev/Siren,criticality_score:0.537990
github.com/Artikash/Textractor,criticality_score:0.500030
github.com/ArturT/knapsack,criticality_score:0.480570
github.com/AsamK/signal-cli,criticality_score:0.525690
github.com/AsgardCms/Platform,criticality_score:0.559220
github.com/AshamaneProject/AshamaneCore,criticality_score:0.563810
github.com/AssemblyScript/assemblyscript,criticality_score:0.590130
github.com/AssetSync/asset_sync,criticality_score:0.588310
github.com/Astrotomic/laravel-translatable,criticality_score:0.462900
github.com/AsyncHttpClient/async-http-client,criticality_score:0.662730
github.com/AsynkronIT/protoactor-dotnet,criticality_score:0.516180
github.com/Atcold/pytorch-Deep-Learning,criticality_score:0.549770
github.com/Atlantic18/DoctrineExtensions,criticality_score:0.541710
github.com/Atmosphere-NX/Atmosphere,criticality_score:0.570750
github.com/Atmosphere/atmosphere,criticality_score:0.555320
github.com/AtomLinter/linter-eslint,criticality_score:0.449190
github.com/Atoptool/atop,criticality_score:0.463860
github.com/AtsushiSakai/PythonRobotics,criticality_score:0.501970
github.com/Attendize/Attendize,criticality_score:0.518270
github.com/AuburnSounds/Dplug,criticality_score:0.558500
github.com/AudioKit/AudioKit,criticality_score:0.694990
github.com/AugurProject/augur,criticality_score:0.707740
github.com/AuthMe/AuthMeReloaded,criticality_score:0.482770
github.com/AutoFixture/AutoFixture,criticality_score:0.571260
github.com/AutoMapper/AutoMapper,criticality_score:0.604280
github.com/Autodesk/maya-usd,criticality_score:0.581900
github.com/AutomatedLab/AutomatedLab,criticality_score:0.534270
github.com/Automattic/WP-Job-Manager,criticality_score:0.485960
github.com/Automattic/_s,criticality_score:0.534450
github.com/Automattic/cli-table,criticality_score:0.463180
github.com/Automattic/jetpack,criticality_score:0.791250
github.com/Automattic/juice,criticality_score:0.479660
github.com/Automattic/kue,criticality_score:0.465230
github.com/Automattic/liveblog,criticality_score:0.459650
github.com/Automattic/mongoose,criticality_score:0.815230
github.com/Automattic/node-canvas,criticality_score:0.578370
github.com/Automattic/sensei,criticality_score:0.577210
github.com/Automattic/simplenote-android,criticality_score:0.589140
github.com/Automattic/simplenote-electron,criticality_score:0.558790
github.com/Automattic/simplenote-ios,criticality_score:0.535380
github.com/Automattic/simplenote-macos,criticality_score:0.482530
github.com/Automattic/wp-calypso,criticality_score:0.768700
github.com/Automattic/wp-desktop,criticality_score:0.474930
github.com/AvaloniaUI/Avalonia,criticality_score:0.686650
github.com/AvdLee/appstoreconnect-swift-sdk,criticality_score:0.465190
github.com/Avnu/OpenAvnu,criticality_score:0.456090
github.com/Axelrod-Python/Axelrod,criticality_score:0.511470
github.com/AxonFramework/AxonFramework,criticality_score:0.603150
github.com/AztecProtocol/AZTEC,criticality_score:0.457240
github.com/AzuraCast/AzuraCast,criticality_score:0.586170
github.com/Azure-Samples/active-directory-aspnetcore-webapp-openidconnect-v2,criticality_score:0.552550
github.com/Azure-Samples/cognitive-services-speech-sdk,criticality_score:0.491160
github.com/Azure/AKS,criticality_score:0.611360
github.com/Azure/Azure-Security-Center,criticality_score:0.468240
github.com/Azure/Azure-Sentinel,criticality_score:0.559780
github.com/Azure/Azurite,criticality_score:0.495320
github.com/Azure/MachineLearningNotebooks,criticality_score:0.511470
github.com/Azure/RDS-Templates,criticality_score:0.512890
github.com/Azure/SONiC,criticality_score:0.564950
github.com/Azure/WALinuxAgent,criticality_score:0.600990
github.com/Azure/aad-pod-identity,criticality_score:0.543700
github.com/Azure/acs-engine,criticality_score:0.506180
github.com/Azure/aks-engine,criticality_score:0.681380
github.com/Azure/amqpnetlite,criticality_score:0.453220
github.com/Azure/application-gateway-kubernetes-ingress,criticality_score:0.505430
github.com/Azure/autorest,criticality_score:0.651070
github.com/Azure/azure-amqp-common-go,
github.com/Azure/azure-amqp-common-go/v3,
github.com/Azure/azure-cli,criticality_score:0.749650
github.com/Azure/azure-cosmos-dotnet-v3,criticality_score:0.542570
github.com/Azure/azure-devtestlab,criticality_score:0.470160
github.com/Azure/azure-functions-core-tools,criticality_score:0.518050
github.com/Azure/azure-functions-durable-extension,criticality_score:0.568590
github.com/Azure/azure-functions-host,criticality_score:0.588560
github.com/Azure/azure-iot-sdk-c,criticality_score:0.622970
github.com/Azure/azure-iot-sdk-csharp,criticality_score:0.591020
github.com/Azure/azure-iot-sdk-python,criticality_score:0.490870
github.com/Azure/azure-iot-sdks,criticality_score:0.475930
github.com/Azure/azure-libraries-for-net,criticality_score:0.486050
github.com/Azure/azure-pipeline-go,
github.com/Azure/azure-powershell,criticality_score:0.822640
github.com/Azure/azure-quickstart-templates,criticality_score:0.781140
github.com/Azure/azure-resource-manager-schemas,criticality_score:0.538470
github.com/Azure/azure-rest-api-specs,criticality_score:0.854010
github.com/Azure/azure-sdk-for-go,criticality_score:0.673820
github.com/Azure/azure-sdk-for-java,criticality_score:0.741530
github.com/Azure/azure-sdk-for-js,criticality_score:0.689280
github.com/Azure/azure-sdk-for-net,criticality_score:0.780670
github.com/Azure/azure-sdk-for-node,criticality_score:0.481040
github.com/Azure/azure-sdk-for-python,criticality_score:0.710500
github.com/Azure/azure-sdk-for-ruby,criticality_score:0.625420
github.com/Azure/azure-service-bus,criticality_score:0.445700
github.com/Azure/azure-service-bus-go,
github.com/Azure/azure-service-operator,criticality_score:0.578110
github.com/Azure/azure-storage-azcopy,criticality_score:0.485200
github.com/Azure/azure-storage-blob-go,
github.com/Azure/azure-storage-fuse,criticality_score:0.476600
github.com/Azure/azure-storage-net,criticality_score:0.445760
github.com/Azure/azure-storage-node,criticality_score:0.481080
github.com/Azure/azure-webjobs-sdk,criticality_score:0.548930
github.com/Azure/azure-webjobs-sdk-extensions,criticality_score:0.447270
github.com/Azure/bicep,criticality_score:0.517950
github.com/Azure/diagnostics-eventflow,criticality_score:0.507480
github.com/Azure/durabletask,criticality_score:0.498940
github.com/Azure/go-amqp,
github.com/Azure/go-ansiterm,
github.com/Azure/go-autorest,
github.com/Azure/go-autorest/autores,
github.com/Azure/go-autorest/autorest,
github.com/Azure/go-autorest/autorest/adal,
github.com/Azure/go-autorest/autorest/azure/auth,
github.com/Azure/go-autorest/autorest/azure/cli,
github.com/Azure/go-autorest/autorest/date,
github.com/Azure/go-autorest/autorest/mocks,
github.com/Azure/go-autorest/autorest/to,
github.com/Azure/go-autorest/autorest/validation,
github.com/Azure/go-autorest/logger,
github.com/Azure/go-autorest/tracing,
github.com/Azure/iotedge,criticality_score:0.593840
github.com/Azure/mmlspark,criticality_score:0.477090
github.com/Azure/sonic-buildimage,criticality_score:0.670660
github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet,criticality_score:0.511960
github.com/AzureAD/microsoft-authentication-library-for-dotnet,criticality_score:0.628790
github.com/AzureAD/microsoft-authentication-library-for-js,criticality_score:0.631820
github.com/AzureAD/microsoft-identity-web,criticality_score:0.520740
github.com/BNFC/bnfc,criticality_score:0.528640
github.com/BOINC/boinc,criticality_score:0.649130
github.com/BSData/wh40k,criticality_score:0.654730
github.com/BVLC/caffe,criticality_score:0.589470
github.com/BYVoid/OpenCC,criticality_score:0.519780
github.com/BabylonJS/Babylon.js,criticality_score:0.763250
github.com/BabylonJS/Exporters,criticality_score:0.550400
github.com/Bachmann1234/diff_cover,criticality_score:0.491360
github.com/Backblaze/B2_Command_Line_Tool,criticality_score:0.472330
github.com/BadChoice/handesk,criticality_score:0.504480
github.com/BahamutDragon/pcgen,criticality_score:0.443600
github.com/BallAerospace/COSMOS,criticality_score:0.492600
github.com/BaseXdb/basex,criticality_score:0.616160
github.com/Baseflow/flutter-geolocator,criticality_score:0.517970
github.com/Bash-it/bash-it,criticality_score:0.652910
github.com/BastilleBSD/bastille,criticality_score:0.453930
github.com/Baystation12/Baystation12,criticality_score:0.716330
github.com/BeamMW/beam,criticality_score:0.600120
github.com/Beep6581/RawTherapee,criticality_score:0.617160
github.com/Behat/Behat,criticality_score:0.619860
github.com/Behat/Gherkin,criticality_score:0.542410
github.com/Behatch/contexts,criticality_score:0.456310
github.com/BehaviorTree/BehaviorTree.CPP,criticality_score:0.518120
github.com/BelledonneCommunications/linphone-android,criticality_score:0.500350
github.com/BelledonneCommunications/linphone-iphone,criticality_score:0.484040
github.com/Belphemur/SoundSwitch,criticality_score:0.487180
github.com/BenLangmead/bowtie2,criticality_score:0.530730
github.com/BenSampo/laravel-enum,criticality_score:0.487040
github.com/BenoitZugmeyer/eslint-plugin-html,criticality_score:0.460020
github.com/BetterErrors/better_errors,criticality_score:0.589110
github.com/BetterThanTomorrow/calva,criticality_score:0.612220
github.com/BiglySoftware/BiglyBT,criticality_score:0.497590
github.com/Binaryify/NeteaseCloudMusicApi,criticality_score:0.609750
github.com/BinomialLLC/basis_universal,criticality_score:0.442130
github.com/Bionus/imgbrd-grabber,criticality_score:0.445260
github.com/BishopFox/sliver,criticality_score:0.497870
github.com/Bitcoin-ABC/bitcoin-abc,criticality_score:0.761750
github.com/BitcoinUnlimited/BitcoinUnlimited,criticality_score:0.523410
github.com/Bitmessage/PyBitmessage,criticality_score:0.562430
github.com/BlackArch/blackarch,criticality_score:0.622310
github.com/BlackrockDigital/startbootstrap,criticality_score:0.442290
github.com/BladeMight/Mahou,criticality_score:0.451570
github.com/BlakeWilliams/Elixir-Slack,criticality_score:0.459670
github.com/Blankj/AndroidUtilCode,criticality_score:0.476970
github.com/Blazemeter/taurus,criticality_score:0.572740
github.com/BlazingDB/blazingsql,criticality_score:0.575090
github.com/Blazored/Modal,criticality_score:0.509850
github.com/BlinkTagInc/node-gtfs,criticality_score:0.468780
github.com/Blizzard/node-rdkafka,criticality_score:0.514490
github.com/Blockstream/esplora,criticality_score:0.443370
github.com/BloodHoundAD/BloodHound,criticality_score:0.509690
github.com/Blosc/c-blosc,criticality_score:0.502550
github.com/Blosc/python-blosc,criticality_score:0.505330
github.com/BluSunrize/ImmersiveEngineering,criticality_score:0.543410
github.com/BlueBrain/HighFive,criticality_score:0.447340
github.com/BlueWallet/BlueWallet,criticality_score:0.629460
github.com/Bodmer/TFT_eSPI,criticality_score:0.485710
github.com/Bogdanp/awesome-advent-of-code,criticality_score:0.476730
github.com/Bogdanp/dramatiq,criticality_score:0.452540
github.com/BoletoNet/boletonet,criticality_score:0.496700
github.com/BookStackApp/BookStack,criticality_score:0.636620
github.com/BoostIO/BoostNote.next,criticality_score:0.533870
github.com/BoostIO/Boostnote,criticality_score:0.555980
github.com/Borewit/music-metadata,criticality_score:0.576720
github.com/Bouke/django-two-factor-auth,criticality_score:0.497020
github.com/BrainJS/brain.js,criticality_score:0.552140
github.com/BranchMetrics/android-branch-deep-linking-attribution,criticality_score:0.484280
github.com/BranchMetrics/ios-branch-deep-linking-attribution,criticality_score:0.479880
github.com/BrasilAPI/cep-promise,criticality_score:0.458400
github.com/BrentOzarULTD/SQL-Server-First-Responder-Kit,criticality_score:0.591230
github.com/BretFisher/udemy-docker-mastery,criticality_score:0.465310
github.com/Brewtarget/brewtarget,criticality_score:0.511260
github.com/BrighterCommand/Brighter,criticality_score:0.475100
github.com/BroadleafCommerce/BroadleafCommerce,criticality_score:0.607290
github.com/Brooooooklyn/ts-import-plugin,criticality_score:0.446620
github.com/BrowserSync/browser-sync,criticality_score:0.583800
github.com/BryanDonovan/node-cache-manager,criticality_score:0.456850
github.com/Budibase/budibase,criticality_score:0.550920
github.com/BugiDev/react-native-calendar-strip,criticality_score:0.453750
github.com/BuildCraft/BuildCraft,criticality_score:0.527830
github.com/BuilderIO/builder,criticality_score:0.476900
github.com/BurntSushi/aho-corasick,criticality_score:0.461900
github.com/BurntSushi/bstr,criticality_score:0.479460
github.com/BurntSushi/fst,criticality_score:0.473500
github.com/BurntSushi/quickcheck,criticality_score:0.552010
github.com/BurntSushi/ripgrep,criticality_score:0.616530
github.com/BurntSushi/rust-csv,criticality_score:0.504760
github.com/BurntSushi/toml,criticality_score:0.492750
github.com/BurntSushi/walkdir,criticality_score:0.482590
github.com/BurntSushi/xgb,
github.com/Byron/dua-cli,criticality_score:0.502250
github.com/Byron/google-apis-rs,criticality_score:0.454460
github.com/C2FO/fast-csv,criticality_score:0.588230
github.com/CANopenNode/CANopenNode,criticality_score:0.501910
github.com/CBATeam/CBA_A3,criticality_score:0.536750
github.com/CCExtractor/ccextractor,criticality_score:0.538430
github.com/CESNET/UltraGrid,criticality_score:0.510250
github.com/CFPAOrg/Minecraft-Mod-Language-Package,criticality_score:0.607870
github.com/CGAL/cgal,criticality_score:0.730800
github.com/CGATOxford/UMI-tools,criticality_score:0.454910
github.com/CGCookie/retopoflow,criticality_score:0.472450
github.com/CIRCL/AIL-framework,criticality_score:0.551900
github.com/CISOfy/lynis,criticality_score:0.584480
github.com/CLIUtils/CLI11,criticality_score:0.543410
github.com/CMB2/CMB2,criticality_score:0.509760
github.com/CMU-Perceptual-Computing-Lab/openpose,criticality_score:0.581460
github.com/CNugteren/CLBlast,criticality_score:0.473250
github.com/COMBINE-lab/salmon,criticality_score:0.542830
