repo,metadata
github.com/Ardour/ardour,
github.com/ArduPilot/ardupilot,
github.com/arendst/Tasmota,
github.com/argoproj/argo,
github.com/argoproj/argo-cd,
github.com/armbian/build,
github.com/ARMmbed/mbed-os,
github.com/ARMmbed/mbedtls,
github.com/armon/circbuf,
github.com/armon/consul-api,
github.com/armon/go-metrics,
github.com/armon/go-radix,
github.com/arrow-kt/arrow,
github.com/artsy/force,
github.com/arvidn/libtorrent,
github.com/aryann/difflib,
github.com/asaskevich/govalidator,
github.com/asciidoctor/asciidoctor,
github.com/asciidoctor/asciidoctor-pdf,
github.com/asdf-vm/asdf,
github.com/asdf-vm/asdf-plugins,
github.com/aspnetboilerplate/aspnetboilerplate,
github.com/assertj/assertj-core,
github.com/AssetSync/asset_sync,
github.com/assimp/assimp,
github.com/asterisk/asterisk,
github.com/astronomer/astronomer,
github.com/astropy/astropy,
github.com/async-graphql/async-graphql,
github.com/AsyncHttpClient/async-http-client,
github.com/async-rs/async-std,
github.com/atom/atom,
github.com/AudioKit/AudioKit,
github.com/AugurProject/augur,
github.com/austintoddj/canvas,
github.com/auth0/go-jwt-middleware,
github.com/autofac/Autofac,
github.com/AutoFixture/AutoFixture,
github.com/AutoMapper/AutoMapper,
github.com/Automattic/jetpack,
github.com/Automattic/mongoose,
github.com/Automattic/wp-calypso,
github.com/autozimu/LanguageClient-neovim,
github.com/AvaloniaUI/Avalonia,
github.com/avelino/awesome-go,
github.com/aws/amazon-freertos,
github.com/aws-amplify/amplify-js,
github.com/aws/aws-cdk,
github.com/aws/aws-cli,
github.com/aws/aws-lambda-go,
github.com/aws/aws-sdk-go,
github.com/aws/aws-sdk-go-v2,
github.com/aws/aws-sdk-java,
github.com/aws/aws-sdk-net,
github.com/aws/aws-sdk-php,
github.com/aws/aws-sdk-ruby,
github.com/aws/jsii,
github.com/awslabs/amazon-eks-ami,
github.com/awslabs/s2n,
github.com/axboe/fio,
github.com/axios/axios,
github.com/azerothcore/azerothcore-wotlk,
github.com/azukaru/next.js,
github.com/AzureAD/microsoft-authentication-library-for-dotnet,
github.com/Azure/aks-engine,
github.com/Azure/azure-amqp-common-go,
github.com/Azure/azure-amqp-common-go/v3,
github.com/Azure/azure-cli,
github.com/Azure/azure-functions-host,
github.com/Azure/azure-iot-sdk-c,
github.com/Azure/azure-iot-sdk-csharp,
github.com/Azure/azure-pipeline-go,
github.com/Azure/azure-powershell,
github.com/Azure/azure-rest-api-specs,
github.com/Azure/azure-sdk-for-go,
github.com/Azure/azure-sdk-for-java,
github.com/Azure/azure-sdk-for-js,
github.com/Azure/azure-sdk-for-net,
github.com/Azure/azure-sdk-for-python,
github.com/Azure/azure-sdk-for-ruby,
github.com/Azure/azure-service-bus-go,
github.com/Azure/azure-storage-blob-go,
github.com/Azure/go-amqp,
github.com/Azure/go-ansiterm,
github.com/Azure/go-autorest,
github.com/Azure/go-autorest/autores,
github.com/Azure/go-autorest/autorest,
github.com/Azure/go-autorest/autorest/adal,
github.com/Azure/go-autorest/autorest/azure/auth,
github.com/Azure/go-autorest/autorest/azure/cli,
github.com/Azure/go-autorest/autorest/date,
github.com/Azure/go-autorest/autorest/mocks,
github.com/Azure/go-autorest/autorest/to,
github.com/Azure/go-autorest/autorest/validation,
github.com/Azure/go-autorest/logger,
github.com/Azure/go-autorest/tracing,
github.com/Azure/iotedge,
github.com/Azure/sonic-buildimage,
github.com/babel/babel,
github.com/BabylonJS/Babylon.js,
github.com/backdrop/backdrop,
github.com/backstage/backstage,
github.com/backup/backup,
github.com/badges/shields,
github.com/bagisto/bagisto,
github.com/balderdashy/sails,
github.com/ballerina-platform/ballerina-lang,
github.com/barryvdh/laravel-debugbar,
github.com/barryvdh/laravel-ide-helper,
github.com/Bash-it/bash-it,
github.com/basho/riak,
github.com/bats-core/bats-core,
github.com/bazelbuild/apple_support,
github.com/bazelbuild/bazel-gazelle,"project=envoy,dependency=true"
github.com/bazelbuild/bazel-skylib,
github.com/bazelbuild/bazel-toolchains,"project=envoy,dependency=true"
github.com/bazelbuild/buildtools,
github.com/bazelbuild/rules_apple,
github.com/bazelbuild/rules_cc,"project=envoy,dependency=true"
github.com/bazelbuild/rules_closure,
github.com/bazelbuild/rules_docker,
github.com/bazelbuild/rules_foreign_cc,"project=envoy,dependency=true"
github.com/bazelbuild/rules_fuzzing,"project=envoy,dependency=true"
github.com/bazelbuild/rules_nodejs,
github.com/bazelbuild/rules_postcss,
github.com/bazelbuild/rules_proto,
github.com/bazelbuild/rules_python,"project=envoy,dependency=true"
github.com/bazelbuild/rules_rust,
github.com/bazelbuild/rules_sass,
github.com/bazelbuild/rules_swift,
github.com/bazil/fuse,
github.com/bbidulock/icewm,
github.com/bblimke/webmock,
github.com/bchavez/Bogus,
github.com/bcit-ci/CodeIgniter,
github.com/beagleboard/linux,
github.com/beego/beego,
github.com/beetbox/beets,
github.com/Behat/Behat,
github.com/benmosher/eslint-plugin-import,
github.com/benoitc/gunicorn,
github.com/beorn7/perks,
github.com/betaflight/betaflight,
github.com/BetterErrors/better_errors,
github.com/bevyengine/bevy,
github.com/bgentry/speakeasy,
github.com/bigbluebutton/bigbluebutton,
github.com/bigbluebutton/greenlight,
github.com/bioconda/bioconda-recipes,
github.com/biojava/biojava,
github.com/biopython/biopython,
github.com/Bitcoin-ABC/bitcoin-abc,
github.com/bitcoin/bips,
github.com/bitcoin/bitcoin,
github.com/bitnami/bitnami-docker-mariadb,
github.com/bitnami/bitnami-docker-mongodb,
github.com/bitnami/bitnami-docker-nginx,
github.com/bitnami/bitnami-docker-postgresql,
github.com/bitnami/bitnami-docker-redis,
github.com/bitnami/bitnami-docker-wordpress,
github.com/bkaradzic/bgfx,
github.com/bketelsen/crypt,
github.com/bkimminich/juice-shop,
github.com/BlackArch/blackarch,
github.com/blackjack4494/yt-dlc,
github.com/blang/semver,
github.com/blender/blender,
github.com/blockstack/stacks-blockchain,
github.com/bluejekyll/trust-dns,
github.com/bndtools/bnd,
github.com/boa-dev/boa,
github.com/BOINC/boinc,
github.com/bokeh/bokeh,
github.com/boltdb/bol,
github.com/boltdb/bolt,
github.com/boogie-org/boogie,
github.com/boot2docker/boot2docker,
github.com/bootstrap-vue/bootstrap-vue,
github.com/borgbackup/borg,
github.com/boto/boto3,
github.com/boto/botocore,
github.com/bradfitz/gomemcache,
github.com/bradleyfalzon/ghinstallation,
github.com/brave/brave-browser,
github.com/brave/brave-core,
github.com/brianc/node-postgres,
github.com/briannesbitt/Carbon,
github.com/btcpayserver/btcpayserver,
github.com/buildbot/buildbot,
github.com/buildkite/agent,
github.com/BurntSushi/quickcheck,
github.com/BurntSushi/ripgrep,
github.com/BurntSushi/rust-csv,
github.com/BurntSushi/toml,
github.com/BurntSushi/xgb,
github.com/bytecodealliance/wasmtime,
github.com/bytecodealliance/wasmtime-go,
github.com/bytecodealliance/wasm-tools,
github.com/Cacti/cacti,
github.com/caddyserver/caddy,
github.com/cake-build/cake,
github.com/cakephp/app,
github.com/cakephp/cakephp,
github.com/cakephp/debug_kit,
github.com/cakephp/phinx,
github.com/calamares/calamares,
github.com/camunda/camunda-bpm-platform,
github.com/CanCanCommunity/cancancan,
github.com/canonical/cloud-init,
github.com/Canop/broot,
github.com/capistrano/capistrano,
github.com/capnproto/capnproto-rust,
github.com/c-ares/c-ares,
github.com/carrierwaveuploader/carrierwave,
github.com/casbin/casbin,
github.com/castleproject/Windsor,
github.com/castwide/solargraph,
github.com/catapult-project/catapult,
github.com/catboost/catboost,
github.com/catchorg/Catch2,
github.com/Catel/Catel,
github.com/cavaliercoder/badio,
github.com/cavaliercoder/go-cpio,
github.com/cavaliercoder/go-rpm,
github.com/cbeust/testng,
github.com/ccache/ccache,
github.com/ccxt/ccxt,
github.com/cdk/cdk,
github.com/cefsharp/CefSharp,
github.com/celery/celery,
github.com/celery/kombu,
github.com/celluloid/celluloid,
github.com/cenkalti/backoff,
github.com/census-ecosystem/opencensus-go-exporter-aws,
github.com/census-ecosystem/opencensus-go-exporter-stackdriver,
github.com/census-instrumentation/opencensus-cpp,
github.com/census-instrumentation/opencensus-go,
github.com/census-instrumentation/opencensus-proto,
github.com/CenterForOpenScience/osf.io,
github.com/centreon/centreon,
github.com/ceph/ceph,
github.com/ceph/ceph-container,
github.com/ceph/ceph-csi,
github.com/cespare/xxhash,
github.com/cfengine/core,
github.com/CFPAOrg/Minecraft-Mod-Language-Package,
github.com/CGAL/cgal,
github.com/cgrates/cgrates,
github.com/chai2010/gettext-go,
github.com/chainer/chainer,
github.com/chakra-ui/chakra-ui,
github.com/chamilo/chamilo-lms,
github.com/checkpoint-restore/criu,
github.com/checkpoint-restore/go-criu,
github.com/checkstyle/checkstyle,
github.com/chef/bento,
github.com/chef/chef,
github.com/chef/chef-dk,
github.com/chef/ohai,
github.com/chef/omnibus,
github.com/ChilliCream/hotchocolate,
github.com/chkr1011/MQTTnet,
github.com/Chocobozzz/PeerTube,
github.com/chrislusf/seaweedfs,
github.com/chronotope/chrono,
github.com/chummer5a/chummer5a,
github.com/ChurchCRM/CRM,
github.com/chzyer/logex,
github.com/chzyer/readline,
github.com/chzyer/test,
github.com/cilium/cilium,
github.com/cilium/ebpf,
github.com/circonus-labs/libcircllhist,
github.com/CISOfy/lynis,
github.com/citation-style-language/styles,
github.com/citusdata/citus,
github.com/civicrm/civicrm-core,
github.com/ckan/ckan,
github.com/clap-rs/clap,
github.com/clbanning/x2j,
github.com/clementine-player/Clementine,
github.com/CleverCloud/lapin,
github.com/CleverRaven/Cataclysm-DDA,
github.com/ClickHouse/ClickHouse,
github.com/cli/cli,
github.com/client9/misspell,
github.com/cloudevents/spec,
github.com/cloudflare/wrangler,
github.com/cloudfoundry/bosh,
github.com/cloudfoundry/cli,
github.com/cloudfoundry/uaa,
github.com/cloud-hypervisor/cloud-hypervisor,
github.com/clusterhq/flocker-go,
github.com/ClusterLabs/pacemaker,
github.com/ClusterLabs/resource-agents,
github.com/clux/kube-rs,
github.com/cmangos/mangos-wotlk,
github.com/cms-sw/cmssw,
github.com/cncf/devstats,
github.com/cncf/udpa,
github.com/cncf/udpa/go,
github.com/cncf/xds,
github.com/cobbler/cobbler,
github.com/cockpit-project/cockpit,
github.com/cockroachdb/cockroach,
github.com/cockroachdb/datadriven,
github.com/CocoaPods/CocoaPods,
github.com/CocoaPods/Xcodeproj,
github.com/cocos2d/cocos2d-x,
github.com/codahale/hdrhistogram,
github.com/Codeception/Codeception,
github.com/codecombat/codecombat,
github.com/codecov/codecov-bash,
github.com/codeigniter4/CodeIgniter4,
github.com/coelckers/gzdoom,
github.com/CoinAlpha/hummingbot,
github.com/collectd/collectd,
github.com/comit-network/comit-rs,
github.com/commaai/openpilot,
github.com/ComplianceAsCode/content,
github.com/composer/composer,
github.com/composer/installers,
github.com/conan-io/conan,
github.com/concrete5/concrete5,
github.com/conda/conda,
github.com/conda-forge/staged-recipes,
github.com/confluentinc/examples,
github.com/consul/consul,
github.com/containerd/console,
github.com/containerd/containerd,
github.com/containerd/stargz-snapshotter,
github.com/containerd/ttrpc,
github.com/containernetworking/cn,
github.com/containernetworking/cni,
github.com/containers/buildah,
github.com/containers/image,
github.com/containers/podman,
github.com/containers/storage,
github.com/container-storage-interface/spec,
github.com/contiki-ng/contiki-ng,
github.com/coolsnowwolf/lede,
github.com/coreboot/coreboot,
github.com/coredns/coredns,
github.com/coredns/corefile-migration,
github.com/coreos/bbolt,
github.com/coreos/etcd,
github.com/coreos/go-etcd,
github.com/coreos/go-oidc,
github.com/coreos/go-semver,
github.com/coreos/go-systemd,
github.com/coreos/pk,
github.com/coreos/pkg,
github.com/cortexproject/cortex,
github.com/cosmos/cosmos-sdk,
github.com/CosmosOS/Cosmos,
github.com/couchbase/couchbase-net-client,
github.com/coverlet-coverage/coverlet,
github.com/Covid-19Radar/Covid19Radar,
github.com/cpuguy83/go-md2man,
github.com/cpuguy83/go-md2man/v2,
github.com/craftcms/cms,
github.com/crate/crate,
github.com/crawl/crawl,
github.com/creack/pty,
github.com/cri-o/cri-o,
github.com/crossbeam-rs/crossbeam,
github.com/crossterm-rs/crossterm,
github.com/crosstool-ng/crosstool-ng,
github.com/CrunchyData/crunchy-containers,
github.com/CrunchyData/postgres-operator,
github.com/ctz/rustls,
github.com/cucumber/aruba,
github.com/cucumber/cucumber,
github.com/cucumber/cucumber-jvm,
github.com/cucumber/cucumber-ruby,
github.com/cupy/cupy,
github.com/curl/curl,
github.com/cwida/duckdb,
github.com/Cyan4973/xxHash,
github.com/cyberark/conjur,
github.com/cyphar/filepath-securejoin,
github.com/cypress-io/cypress,
github.com/cyrusimap/cyrus-imapd,
github.com/cython/cython,
github.com/dabreegster/abstreet,
github.com/dadhi/DryIoc,
github.com/dagster-io/dagster,
github.com/dandavison/delta,
github.com/danger/danger,
github.com/danielpalme/ReportGenerator,
github.com/danielwelch/hassio-zigbee2mqtt,
github.com/danmar/cppcheck,
github.com/daos-stack/daos,
github.com/darktable-org/darktable,
github.com/Dart-Code/Dart-Code,
github.com/dart-lang/dartdoc,
github.com/dart-lang/dart-protoc-plugin,
github.com/dart-lang/linter,
github.com/dart-lang/mockito,
github.com/dart-lang/protobuf,
github.com/dart-lang/sdk,
github.com/dart-lang/test,
github.com/dask/distributed,
github.com/DataDog/datadog-agent,
github.com/DataDog/dd-opentracing-cpp,
github.com/DataDog/integrations-core,
github.com/davecgh/go-spew,
github.com/daviddengcn/go-colortext,
github.com/davidhalter/jedi,
github.com/davidkpiano/xstate,
github.com/dbeaver/dbeaver,
github.com/deadc0de6/dotdrop,
github.com/dealii/dealii,
github.com/debezium/debezium,
github.com/decidim/decidim,
github.com/deepchem/deepchem,
github.com/DefinitelyTyped/DefinitelyTyped,
github.com/defold/defold,
github.com/deivid-rodriguez/byebug,
github.com/deltachat/deltachat-core-rust,
github.com/demisto/content,
github.com/denisenkom/go-mssqldb,
github.com/denisidoro/navi,
github.com/denoland/deno,
github.com/denysdovhan/spaceship-prompt,
github.com/deployphp/deployer,
github.com/desktop/desktop,
github.com/DestinyItemManager/DIM,
github.com/detekt/detekt,
github.com/devigned/tab,
github.com/dgraph-io/dgraph,
github.com/dgrijalva/jwt-go,
github.com/dgryski/go-sip13,
github.com/diaspora/diaspora,
github.com/diem/diem,
github.com/diesel-rs/diesel,
github.com/diffplug/spotless,
github.com/digital-asset/daml,
github.com/dimagi/commcare-hq,
github.com/dimchansky/utfbom,
github.com/dimforge/nalgebra,
github.com/direnv/direnv,
github.com/discordjs/discord.js,
github.com/django/django,
github.com/django-extensions/django-extensions,
github.com/djc/askama,
github.com/djcb/mu,
github.com/dlemstra/Magick.NET,
github.com/dmlc/xgboost,
github.com/dnnsoftware/Dnn.Platform,
github.com/docker/cli,
github.com/docker/compose,
github.com/docker/distribution,
github.com/docker/docker,
github.com/docker/docker-ce,
github.com/docker/docker-credential-helpers,
github.com/docker/docker-py,
github.com/docker/go-connections,
github.com/docker/go-units,
github.com/docker-java/docker-java,
github.com/docker-library/golang,
github.com/docker-library/official-images,
github.com/docker-library/postgres,
github.com/docker-library/rabbitmq,
github.com/docker-library/wordpress,
github.com/docker/machine,
github.com/docksal/docksal,
github.com/docopt/docopt-go,
github.com/doctrine/annotations,
github.com/doctrine/common,
github.com/doctrine/dbal,
github.com/doctrine/DoctrineBundle,
github.com/doctrine/migrations,
github.com/doctrine/mongodb-odm,
github.com/doctrine/orm,
github.com/dokku/dokku,
github.com/Dolibarr/dolibarr,
github.com/domaindrivendev/Swashbuckle.AspNetCore,
github.com/dominikh/go-tools,
github.com/domoticz/domoticz,
github.com/doorkeeper-gem/doorkeeper,
github.com/dotansimha/graphql-code-generator,
github.com/dotCMS/core,
github.com/dotnet/arcade,
github.com/dotnet-architecture/eShopOnContainers,
github.com/dotnet/aspnetcore,
github.com/dotnet/BenchmarkDotNet,
github.com/dotnet/core,
github.com/dotnet/docfx,
github.com/dotnet/efcore,
github.com/dotnet/extensions,
github.com/dotnet/installer,
github.com/dotnet/machinelearning,
github.com/dotnet/msbuild,
github.com/dotnet/Nerdbank.GitVersioning,
github.com/dotnet/orleans,
github.com/dotnet/project-system,
github.com/dotnet/reactive,
github.com/dotnet/roslyn,
github.com/dotnet/roslyn-analyzers,
github.com/dotnet/runtime,
github.com/dotnet/samples,
github.com/dotnet/sdk,
github.com/dotnet/templating,
github.com/dotnet/winforms,
github.com/dotnet/wpf,
github.com/doxygen/doxygen,
github.com/DPDK/dpdk,
github.com/dpkp/kafka-python,"project=envoy,dependency=true"
github.com/dracutdevs/dracut,
github.com/dresden-elektronik/deconz-rest-plugin,
github.com/drone/drone,
github.com/drud/ddev,
github.com/drupal/drupal,
github.com/drush-ops/drush,
github.com/drwetter/testssl.sh,
github.com/dry-rb/dry-validation,
github.com/DSpace/DSpace,
github.com/dtolnay/syn,
github.com/duplicati/duplicati,
github.com/dustin/go-humanize,
github.com/dylanaraps/neofetch,
github.com/DynamoDS/Dynamo,
github.com/DynamoRIO/dynamorio,
github.com/eapache/go-resiliency,
github.com/eapache/go-xerial-snappy,
github.com/eapache/queue,
github.com/easybuilders/easybuild,
github.com/EasyCorp/EasyAdminBundle,
github.com/easylist/easylist,
github.com/EasyNetQ/EasyNetQ,
github.com/EC-CUBE/ec-cube,
github.com/eclipse/che,
github.com/eclipse/jetty.project,
github.com/eclipse/jgit,
github.com/eclipse/mosquitto,
github.com/eclipse/omr,
github.com/eclipse/openj9,
github.com/eclipse/paho.mqtt.c,
github.com/EDDiscovery/EDDiscovery,
github.com/edenhill/librdkafka,
github.com/edgexfoundry/edgex-go,
github.com/edsrzf/mmap-go,
github.com/edusoho/edusoho,
github.com/edx/configuration,
github.com/edx/devstack,
github.com/edx/edx-platform,
github.com/effector/effector,
github.com/elabftw/elabftw,
github.com/elastic/beats,
github.com/elastic/elasticsearch,
github.com/elastic/elasticsearch-net,
github.com/elastic/elasticsearch-php,
github.com/elastic/elasticsearch-ruby,
github.com/elastic/kibana,
github.com/elastic/logstash,
github.com/elazarl/goproxy,
github.com/electron/apps,
github.com/electron/electron,
github.com/electron-userland/electron-builder,
github.com/ElementsProject/lightning,
github.com/Elgg/Elgg,
github.com/emberjs/data,
github.com/emberjs/rfcs,
github.com/emeryberger/CSrankings,
github.com/emicklei/go-restful,
github.com/emscripten-core/emscripten,
github.com/emscripten-core/emsdk,"project=envoy,dependency=true"
github.com/encode/django-rest-framework,
github.com/endlessm/linux,
github.com/env-logger-rs/env_logger,
github.com/envoyproxy/data-plane-api,
github.com/envoyproxy/envoy,
github.com/envoyproxy/envoy-build-tools,"project=envoy,dependency=true"
github.com/envoyproxy/go-control-plane,
github.com/envoyproxy/protoc-gen-validate,
github.com/envoyproxy/sql-parser,
github.com/EOSIO/eos,
github.com/eqrion/cbindgen,
github.com/esp8266/Arduino,
github.com/esphome/esphome,
github.com/espnet/espnet,
github.com/espocrm/espocrm,
github.com/espressif/arduino-esp32,
github.com/espressif/esp-idf,
github.com/espruino/Espruino,
github.com/etcd-io/bbolt,
github.com/etcd-io/etcd,
github.com/ethereum/go-ethereum,
github.com/ethereum-mining/ethminer,
github.com/ethereum/solidity,
github.com/euank/go-kmsg-parser,
github.com/evanphx/json-patch,
github.com/evanw/esbuild,
github.com/EventStore/EventStore,
github.com/exceptionless/Exceptionless,
github.com/excon/excon,
github.com/exercism/problem-specifications,
github.com/exercism/rust,
github.com/eXist-db/exist,
github.com/explosion/spaCy,
github.com/expo/expo,
github.com/exponent-io/jsonpath,
github.com/extremeshok/clamav-unofficial-sigs,
github.com/ezsystems/ezplatform,
github.com/fabric8io/kubernetes-client,
github.com/facebook/create-react-app,
github.com/facebook/react,
github.com/facebook/rocksdb,
github.com/fail2ban/fail2ban,
github.com/FakeItEasy/FakeItEasy,
github.com/faker-ruby/faker,
github.com/FasterXML/jackson-core,
github.com/FasterXML/jackson-databind,
github.com/fatih/camelcase,
github.com/fatih/color,
github.com/feathersjs/feathers,
github.com/ffi/ffi,
github.com/FFmpeg/FFmpeg,
github.com/fiji/fiji,
github.com/filecoin-project/lotus,
github.com/filecoin-project/rust-fil-proofs,
github.com/FirebaseExtended/flutterfire,
github.com/firebase/firebase-ios-sdk,
github.com/firecracker-microvm/firecracker,
github.com/firefly-iii/firefly-iii,
github.com/fisharebest/webtrees,
github.com/fish-shell/fish-shell,
github.com/fishtown-analytics/dbt,
github.com/flarum/core,
github.com/flatpak/flatpak,
github.com/flavorjones/loofah,
github.com/Flexget/Flexget,
github.com/flori/json,
github.com/flowable/flowable-engine,
github.com/fltk/fltk,
github.com/fluentassertions/fluentassertions,
github.com/fluent/fluent-bit,
github.com/fluent/fluentd,
github.com/fluentmigrator/fluentmigrator,
github.com/FluentValidation/FluentValidation,
github.com/flutter/flutter,
github.com/flutter/website,
github.com/fluxcd/flux,
github.com/flyerhzm/bullet,
github.com/flynn/go-docopt,
github.com/flyway/flyway,
github.com/fmtlib/fmt,
github.com/Fody/Fody,
github.com/fog/fog,
github.com/fog/fog-aws,
github.com/fontforge/fontforge,
github.com/fonttools/fonttools,
github.com/forem/forem,
github.com/forkcms/forkcms,
github.com/form3tech-oss/jwt-go,
github.com/formatjs/formatjs,
github.com/formium/formik,
github.com/formtastic/formtastic,
github.com/fortytw2/leaktest,
github.com/franela/goblin,
github.com/franela/goreq,
github.com/frappe/erpnext,
github.com/frappe/frappe,
github.com/freebsd/freebsd,
github.com/freebsd/pkg,
github.com/FreeCAD/FreeCAD,
github.com/freeCodeCamp/freeCodeCamp,
github.com/freedomofpress/securedrop,
github.com/freeipa/freeipa,
github.com/FreeRADIUS/freeradius-server,
github.com/FreeRDP/FreeRDP,
github.com/freifunk-gluon/gluon,
github.com/FreshRSS/FreshRSS,
github.com/FriendsOfPHP/PHP-CS-Fixer,
github.com/FriendsOfSymfony/FOSRestBundle,
github.com/Frogging-Family/wine-tkg-git,
github.com/Froxlor/Froxlor,
github.com/FRRouting/frr,
github.com/fsnotify/fsnotify,
github.com/fsouza/go-dockerclient,
github.com/fullcalendar/fullcalendar,
github.com/fullstorydev/grpcurl,
github.com/fvbommel/sortorder,
github.com/fwupd/fwupd,
github.com/Fyrd/caniuse,
github.com/gabime/spdlog,
github.com/gabriel-vasile/mimetype,
github.com/galaxyproject/galaxy,
github.com/GameServerManagers/LinuxGSM,
github.com/gardener/gardener,
github.com/gatling/gatling,
github.com/gatsbyjs/gatsby,
github.com/gcc-mirror/gcc,
github.com/Geal/nom,
github.com/GenericMappingTools/gmt,
github.com/gentoo/gentoo,
github.com/Genymobile/scrcpy,
github.com/geonetwork/core-geonetwork,
github.com/georust/geo,
github.com/geoserver/geoserver,
github.com/getgrav/grav,
github.com/getredash/redash,
github.com/getsentry/onpremise,
github.com/getsentry/relay,
github.com/getsentry/sentry,
github.com/getsentry/sentry-cli,
github.com/getsentry/sentry-dotnet,
github.com/getsentry/sentry-javascript,
github.com/getsentry/sentry-php,
github.com/getsentry/sentry-ruby,
github.com/getsentry/sentry-rust,
github.com/getzola/zola,
github.com/gevent/gevent,
github.com/gfx-rs/gfx,
github.com/gfx-rs/wgpu,
github.com/ggez/ggez,
github.com/ghodss/yaml,
github.com/giampaolo/psutil,
github.com/gin-contrib/sse,
github.com/gin-gonic/gin,
github.com/gitextensions/gitextensions,
github.com/git/git,
github.com/github/backup-utils,
github.com/github/explore,
github.com/github/hub,
github.com/github/linguist,
github.com/github/markup,
github.com/github/pages-gem,
github.com/github/super-linter,
github.com/gitlabhq/gitlabhq,
github.com/git-lfs/git-lfs,
github.com/gitpython-developers/GitPython,
github.com/GitTools/GitVersion,
